Price,Beds,SqFt,Baths,Address,City,Zip,PropertyType,YearBuilt,Community,LotSize,RedfinEstimate,PricePerSqFt,CentralAir,Fireplace,Levels,MainLevelBathrooms,MainLevelBedrooms,Spa,GarageSpaces,ParkingSpaces,Patio,Pool,CommonWalls,Latitude,Longitude,WalkInCloset,KitchenIsland,CloseToOutdoors,HighCeiling,SixtoEightRating,SixtoEightType,SixtoEightDist,NinetoTwelveRating,NinetoTwelveType,NinetoTwelveDist,KtoSixRating,KtoSixType,KtoSixDist,SeventoEightRating,SeventoEightType,SeventoEightDist,KtoFiveRating,KtoFiveType,KtoFiveDist,WalkScore,TransitScore,BikeScore
820000,3.0,1574.0,2.5,2422 Lesparre Way,Costa Mesa,92627.0,Townhouse,1965.0,C5 - East Costa Mesa,1766.0,933591.0,521.0,Yes,Yes,Two,1.0,0.0,No,1.0,2.0,No,Community,2+ Common Walls,33.65162,-117.892905,No,No,No,No,,,,7.0,Public,2.3,,,,7.0,Public,2.6,,,,36.0,21.0,54.0
889900,4.0,1825.0,3.0,364 Grenoble Ln,Costa Mesa,92627.0,Single Family Residence,1965.0,C5 - East Costa Mesa,1766.0,955939.0,488.0,Yes,Yes,Two,1.0,1.0,Community,1.0,2.0,Yes,Community,2+ Common Walls,33.653192,-117.89183,No,No,Yes,No,,,,7.0,Public,2.4,,,,7.0,Public,2.7,,,,48.0,22.0,66.0
1379000,3.0,2379.0,2.5,601 Trestles,Costa Mesa,92627.0,Single Family Residence,2018.0,C2 - Southwest Costa Mesa,3500.0,,580.0,Yes,No,Three Or More,1.0,1.0,No,1.0,2.0,Yes,No,No Common Wall,33.634737,-117.92681,Yes,Yes,No,No,,,,,,,,,,,,,,,,84.0,36.0,64.0
762000,3.0,1495.0,2.5,2524 Poplar Ln,Costa Mesa,92627.0,Single Family Residence,1980.0,C5 - East Costa Mesa,1950.0,767358.0,510.0,Yes,Yes,Two,1.0,0.0,Community,1.0,2.0,Yes,Community,1 Common Wall,33.660147,-117.898147,Yes,No,No,No,,,,7.0,Public,2.7,,,,7.0,Public,3.0,,,,68.0,35.0,54.0
1400000,3.0,2067.0,2.5,2647 Orange Ave,Costa Mesa,92627.0,Single Family Residence,1999.0,C5 - East Costa Mesa,3114.0,1150989.0,677.0,Yes,No,Two,1.0,0.0,No,1.0,4.0,Yes,No,No Common Wall,33.661829,-117.892745,Yes,Yes,No,No,,,,7.0,Public,2.9,,,,7.0,Public,3.2,,,,61.0,31.0,60.0
821000,3.0,1452.0,2.5,216 16th Pl Unit C,Costa Mesa,92627.0,Townhouse,1989.0,C5 - East Costa Mesa,1392.0,931980.0,565.0,Yes,Yes,Two,1.0,0.0,No,2.0,2.0,No,No,1 Common Wall,33.632925,-117.919889,No,No,No,No,,,,7.0,Public,0.8,8.0,Public,0.4,7.0,Public,1.0,,,,91.0,34.0,68.0
1400000,3.0,1627.0,3.0,404 E 16th St,Costa Mesa,92627.0,Single Family Residence,1968.0,C5 - East Costa Mesa,5019.0,1685781.0,860.0,No,Yes,Two,1.0,1.0,No,1.0,3.0,Yes,No,No Common Wall,33.628002,-117.914488,No,No,No,No,,,,7.0,Public,0.4,8.0,Public,0.3,7.0,Public,0.6,,,,81.0,30.0,67.0
1425000,3.0,1225.0,1.5,315 University Dr,Costa Mesa,92627.0,Single Family Residence,1954.0,C5 - East Costa Mesa,9148.0,1421888.0,1163.0,Yes,Yes,One,1.0,3.0,No,1.0,2.0,No,No,No Common Wall,33.657714,-117.890136,No,No,Yes,No,,,,7.0,Public,2.7,,,,7.0,Public,3.0,,,,68.0,29.0,78.0
585000,2.0,960.0,1.5,2550 Elden Ave Unit D,Costa Mesa,92627.0,Townhouse,2008.0,C5 - East Costa Mesa,,614337.0,609.0,Yes,No,Two,1.0,0.0,No,1.0,1.0,No,No,2+ Common Walls,33.660277,-117.896621,No,No,No,No,,,,7.0,Public,2.7,,,,7.0,Public,3.0,,,,69.0,34.0,54.0
550000,2.0,1189.0,2.0,2277 Pacific Ave Unit A103,Costa Mesa,92627.0,Townhouse,1972.0,C2 - Southwest Costa Mesa,,595234.0,463.0,Yes,No,One,2.0,1.0,No,1.0,2.0,No,No,1 Common Wall,33.656933,-117.943315,No,No,Yes,No,,,,5.0,Public,0.5,,,,4.0,Public,2.4,,,,40.0,28.0,50.0
830000,2.0,1696.0,2.5,185 Admiral Way,Costa Mesa,92627.0,Townhouse,1981.0,C5 - East Costa Mesa,1580.0,860726.0,489.0,Yes,Yes,Two,1.0,0.0,No,2.0,2.0,Yes,No,1 Common Wall,33.657158,-117.897982,Yes,No,No,No,,,,7.0,Public,2.5,,,,7.0,Public,2.8,,,,54.0,35.0,60.0
1550000,4.0,1800.0,3.0,203 Rose Ln,Costa Mesa,92627.0,Single Family Residence,1955.0,C5 - East Costa Mesa,6800.0,1506212.0,861.0,Yes,No,One,3.0,4.0,Private,2.0,2.0,Yes,Private,No Common Wall,33.647885,-117.905974,No,No,No,No,,,,7.0,Public,1.8,,,,7.0,Public,2.1,,,,67.0,36.0,65.0
825000,3.0,1736.0,3.0,2154 Harmony Way,Costa Mesa,92627.0,Single Family Residence,2014.0,C4 - Central Costa Mesa,1644.0,843455.0,475.0,Yes,No,Multi/Split,1.0,1.0,No,2.0,2.0,Yes,No,No Common Wall,33.652955,-117.914986,Yes,No,No,No,,,,,,,,,,,,,,,,75.0,42.0,75.0
835000,3.0,1163.0,2.0,2240 Raleigh Ave,Costa Mesa,92627.0,Single Family Residence,1957.0,C2 - Southwest Costa Mesa,7104.0,879905.0,718.0,Yes,Yes,One,2.0,3.0,No,1.0,2.0,No,No,No Common Wall,33.655635,-117.929134,No,No,No,No,,,,5.0,Public,0.4,,,,4.0,Public,2.2,,,,49.0,39.0,86.0
833000,3.0,1680.0,2.5,797 Center St,Costa Mesa,92627.0,Condominium,2014.0,C2 - Southwest Costa Mesa,,860426.0,496.0,Yes,No,Two,1.0,0.0,Private,1.0,2.0,Yes,No,No Common Wall,33.641668,-117.931659,Yes,No,No,No,,,,7.0,Public,1.7,,,,7.0,Public,1.8,,,,81.0,40.0,62.0
926000,3.0,1378.0,2.0,2123 Parsons St,Costa Mesa,92627.0,Single Family Residence,1957.0,C4 - Central Costa Mesa,6335.0,920695.0,672.0,Yes,Yes,One,2.0,3.0,No,1.0,4.0,Yes,No,No Common Wall,33.651685,-117.917783,No,Yes,No,Yes,,,,,,,,,,,,,,,,71.0,43.0,77.0
650000,1.0,1180.0,2.0,2165 Canyon Dr Unit B1,Costa Mesa,92627.0,Townhouse,1984.0,C2 - Southwest Costa Mesa,,664039.0,551.0,Yes,Yes,Two,1.0,0.0,No,1.0,2.0,Yes,Community,1 Common Wall,33.653367,-117.944013,Yes,No,Yes,No,,,,5.0,Public,0.6,,,,4.0,Public,2.6,,,,54.0,28.0,71.0
935000,3.0,2367.0,2.5,2292 Elden Ave,Costa Mesa,92627.0,Single Family Residence,1991.0,C5 - East Costa Mesa,3049.0,976631.0,395.0,No,Yes,Two,1.0,0.0,No,2.0,2.0,No,No,No Common Wall,33.65291,-117.903869,No,No,No,No,,,,7.0,Public,2.1,,,,7.0,Public,2.4,,,,75.0,37.0,64.0
1110000,3.0,1801.0,2.5,185 E 19th St Unit B,Costa Mesa,92627.0,Single Family Residence,2014.0,C5 - East Costa Mesa,3000.0,1135465.0,616.0,Yes,Yes,Two,1.0,0.0,No,2.0,2.0,No,No,No Common Wall,33.641175,-117.913831,Yes,No,No,No,,,,7.0,Public,1.3,,,,7.0,Public,1.5,,,,84.0,38.0,77.0
715000,3.0,1334.0,2.0,1741 Tustin Ave Unit 8B,Costa Mesa,92627.0,Condominium,1963.0,C5 - East Costa Mesa,,740936.0,536.0,Yes,Yes,Two,1.0,1.0,No,1.0,2.0,No,Community,2+ Common Walls,33.631985,-117.911235,No,No,No,No,,,,7.0,Public,0.6,,,,7.0,Public,0.9,,,,87.0,29.0,75.0
1550000,4.0,1514.0,2.0,325 Esther St,Costa Mesa,92627.0,Single Family Residence,1958.0,C5 - East Costa Mesa,6000.0,1609209.0,1024.0,Yes,Yes,One,2.0,4.0,No,1.0,2.0,No,No,No Common Wall,33.639729,-117.907191,No,No,No,Yes,,,,7.0,Public,1.2,,,,7.0,Public,1.5,,,,53.0,33.0,75.0
1475000,3.0,1240.0,1.0,477 E 19th St,Costa Mesa,92627.0,Single Family Residence,1947.0,C5 - East Costa Mesa,7841.0,1664080.0,1190.0,Yes,Yes,One,1.0,3.0,No,1.0,2.0,No,No,No Common Wall,33.634403,-117.904178,No,No,No,No,,,,7.0,Public,0.9,,,,7.0,Public,1.2,,,,67.0,25.0,78.0
922500,2.0,1972.0,3.0,1682 Topanga,Costa Mesa,92627.0,Condominium,2018.0,C2 - Southwest Costa Mesa,,926848.0,468.0,Yes,No,Three Or More,1.0,0.0,No,1.0,3.0,Yes,No,2+ Common Walls,33.635679,-117.925531,Yes,Yes,No,No,,,,7.0,Public,1.1,8.0,Public,0.7,7.0,Public,1.3,,,,88.0,42.0,66.0
1600000,4.0,2056.0,2.0,492 E 18th St,Costa Mesa,92627.0,Single Family Residence,1946.0,C5 - East Costa Mesa,8134.0,1984081.0,778.0,Yes,Yes,One,2.0,3.0,No,2.0,2.0,No,No,No Common Wall,33.631648,-117.906157,No,No,No,No,,,,7.0,Public,0.7,,,,7.0,Public,1.0,,,,87.0,27.0,79.0
2300000,4.0,2113.0,3.0,480 Broadway,Costa Mesa,92627.0,Single Family Residence,1948.0,C5 - East Costa Mesa,7970.0,2371672.0,1088.0,Yes,Yes,One,3.0,4.0,Private,2.0,2.0,No,No,2+ Common Walls,33.633286,-117.905059,No,No,No,No,,,,7.0,Public,0.8,,,,7.0,Public,1.2,,,,79.0,26.0,78.0
730000,3.0,1152.0,2.5,2235 Miner St,Costa Mesa,92627.0,Single Family Residence,1957.0,C2 - Southwest Costa Mesa,7020.0,818550.0,634.0,No,Yes,One,2.0,2.0,No,1.0,2.0,No,No,No Common Wall,33.655556,-117.922144,No,No,No,No,,,,5.0,Public,0.8,,,,4.0,Public,2.2,,,,70.0,42.0,90.0
1175000,3.0,1896.0,3.0,1609 Somerton Dr,Costa Mesa,92627.0,Single Family Residence,2017.0,C2 - Southwest Costa Mesa,1385.0,1220890.0,620.0,Yes,No,Three Or More,1.0,0.0,Community,1.0,2.0,No,Community,No Common Wall,33.632832,-117.939772,No,Yes,Yes,No,,,,7.0,Public,1.7,8.0,Public,1.2,7.0,Public,1.7,,,,63.0,35.0,52.0
799900,3.0,1681.0,2.0,2223 Pacific Ave Unit H,Costa Mesa,92627.0,Townhouse,1994.0,C2 - Southwest Costa Mesa,1000.0,793084.0,476.0,Yes,Yes,Three Or More,2.0,3.0,No,1.0,2.0,Yes,No,2+ Common Walls,33.655086,-117.944625,Yes,No,No,Yes,,,,5.0,Public,0.6,,,,4.0,Public,2.5,,,,46.0,27.0,69.0
1450000,4.0,2033.0,2.5,378 Catalina Shrs,Costa Mesa,92627.0,Single Family Residence,1997.0,C5 - East Costa Mesa,3809.0,1431273.0,713.0,Yes,Yes,Two,1.0,0.0,No,1.0,4.0,Yes,No,No Common Wall,33.644433,-117.899699,Yes,Yes,Yes,No,,,,7.0,Public,1.7,,,,7.0,Public,2.0,,,,16.0,20.0,57.0
600000,2.0,1351.0,2.0,700 Victoria Unit EA,Costa Mesa,92627.0,Townhouse,1980.0,C2 - Southwest Costa Mesa,,633784.0,444.0,Yes,Yes,Two,1.0,1.0,No,2.0,2.0,Yes,No,2+ Common Walls,33.653295,-117.928332,No,No,No,No,,,,5.0,Public,0.6,,,,4.0,Public,2.4,,,,59.0,39.0,79.0
1485000,4.0,2341.0,3.0,397 E 21st St,Costa Mesa,92627.0,Single Family Residence,1999.0,C5 - East Costa Mesa,3470.0,1441806.0,634.0,Yes,Yes,Two,1.0,1.0,No,1.0,5.0,Yes,No,No Common Wall,33.641954,-117.901397,Yes,Yes,No,Yes,,,,7.0,Public,1.5,,,,7.0,Public,1.8,,,,29.0,22.0,59.0
1500000,3.0,1557.0,2.0,1589 Tustin Ave,Costa Mesa,92627.0,Single Family Residence,1948.0,C5 - East Costa Mesa,7157.0,1708716.0,963.0,No,No,One,2.0,3.0,No,2.0,2.0,No,No,No Common Wall,33.627749,-117.915357,No,No,No,No,,,,7.0,Public,0.4,8.0,Public,0.3,7.0,Public,0.6,,,,68.0,29.0,67.0
820000,4.0,2176.0,2.0,2221 Maple St,Costa Mesa,92627.0,Single Family Residence,1956.0,C2 - Southwest Costa Mesa,6090.0,849025.0,377.0,Yes,Yes,Two,2.0,3.0,Private,1.0,5.0,Yes,Private,No Common Wall,33.654911,-117.923073,No,No,No,No,,,,5.0,Public,0.7,,,,4.0,Public,2.3,,,,70.0,42.0,90.0
1725000,4.0,1951.0,3.0,2237 Jeanette Pl,Costa Mesa,92627.0,Single Family Residence,1957.0,C5 - East Costa Mesa,9810.0,1812988.0,884.0,Yes,Yes,One,3.0,4.0,No,1.0,2.0,Yes,No,No Common Wall,33.649627,-117.902633,Yes,No,No,No,,,,7.0,Public,1.9,,,,7.0,Public,2.2,,,,63.0,34.0,63.0
1495000,4.0,1860.0,2.0,1617 Aliso Ave,Costa Mesa,92627.0,Single Family Residence,1969.0,C5 - East Costa Mesa,5018.0,1649580.0,804.0,Yes,Yes,Two,1.0,1.0,No,1.0,2.0,Yes,No,No Common Wall,33.627522,-117.912657,Yes,No,No,No,,,,7.0,Public,0.3,8.0,Public,0.4,7.0,Public,0.6,,,,86.0,29.0,71.0
858000,2.0,1715.0,3.0,2133 Celeste Way,Costa Mesa,92627.0,Condominium,2016.0,C2 - Southwest Costa Mesa,1715.0,879688.0,500.0,Yes,No,Three Or More,1.0,0.0,No,1.0,2.0,No,No,No Common Wall,33.652016,-117.922366,No,Yes,No,No,,,,5.0,Public,0.9,,,,4.0,Public,2.5,,,,72.0,42.0,78.0
1900000,3.0,1880.0,3.0,437 Cabrillo St,Costa Mesa,92627.0,Single Family Residence,1955.0,C5 - East Costa Mesa,8105.0,2054253.0,1011.0,Yes,Yes,One,3.0,3.0,No,1.0,2.0,Yes,Private,No Common Wall,33.63076,-117.909956,No,Yes,Yes,Yes,,,,7.0,Public,0.6,,,,7.0,Public,0.9,,,,91.0,29.0,77.0
925000,3.0,1574.0,2.5,370 Genoa Ln,Costa Mesa,92627.0,Single Family Residence,1964.0,C2 - Southwest Costa Mesa,1766.0,906372.0,588.0,No,Yes,Two,1.0,0.0,No,1.0,4.0,Yes,Community,1 Common Wall,33.65223,-117.892471,No,No,No,No,,,,7.0,Public,2.3,,,,7.0,Public,2.6,,,,48.0,22.0,66.0
680000,3.0,1470.0,3.5,2164 Canyon Dr Unit H,Costa Mesa,92627.0,Townhouse,1992.0,C2 - Southwest Costa Mesa,1534.0,713381.0,463.0,Yes,Yes,Two,1.0,0.0,Community,1.0,2.0,Yes,No,2+ Common Walls,33.652858,-117.943527,Yes,No,No,No,,,,5.0,Public,0.6,,,,4.0,Public,2.7,,,,58.0,29.0,71.0
910000,3.0,1000.0,2.0,858 Towne St,Costa Mesa,92627.0,Single Family Residence,1955.0,699 - Not Defined,8100.0,938416.0,910.0,No,No,One,2.0,3.0,No,2.0,2.0,Yes,Private,No Common Wall,33.641307,-117.934534,No,No,No,No,,,,7.0,Public,1.8,,,,7.0,Public,1.9,,,,77.0,38.0,63.0
1177500,2.0,821.0,1.0,1956 Rosemary Pl,Costa Mesa,92627.0,Single Family Residence,1954.0,C5 - East Costa Mesa,7200.0,1205835.0,1434.0,No,Yes,One,1.0,2.0,No,1.0,2.0,No,No,No Common Wall,33.64297,-117.912245,No,No,No,No,,,,7.0,Public,1.4,,,,7.0,Public,1.7,,,,70.0,39.0,73.0
1150000,2.0,751.0,1.0,2308 Santa Ana Ave,Costa Mesa,92627.0,Single Family Residence,1933.0,C5 - East Costa Mesa,9450.0,1116407.0,1531.0,Yes,No,One,1.0,2.0,No,0.0,0.0,No,No,No Common Wall,33.650027,-117.898193,No,No,No,No,,,,7.0,Public,2.0,,,,7.0,Public,2.4,,,,42.0,30.0,67.0
590000,3.0,1293.0,2.5,726 W Wilson St Unit A,Costa Mesa,92627.0,Condominium,1988.0,C2 - Southwest Costa Mesa,,606662.0,456.0,Yes,Yes,Two,0.0,0.0,Community,1.0,2.0,Yes,Community,1 Common Wall,33.656421,-117.929183,Yes,No,No,Yes,,,,5.0,Public,0.4,,,,4.0,Public,2.2,,,,47.0,39.0,83.0
1820000,3.0,1523.0,2.0,222 Broadway,Costa Mesa,92627.0,Single Family Residence,1951.0,C5 - East Costa Mesa,6561.0,1907849.0,1195.0,Yes,Yes,One,2.0,3.0,No,2.0,2.0,No,No,No Common Wall,33.639222,-117.913572,No,Yes,No,No,,,,7.0,Public,1.1,,,,7.0,Public,1.4,,,,82.0,38.0,78.0
1386000,3.0,1427.0,2.0,273 Albert Pl,Costa Mesa,92627.0,Single Family Residence,1962.0,C5 - East Costa Mesa,6750.0,1583068.0,971.0,Yes,Yes,One,2.0,3.0,No,1.0,2.0,Yes,No,No Common Wall,33.649485,-117.900426,No,Yes,No,No,,,,7.0,Public,2.0,,,,7.0,Public,2.3,,,,48.0,31.0,64.0
1910000,4.0,2800.0,3.0,208 Magnolia St,Costa Mesa,92627.0,Single Family Residence,1927.0,C5 - East Costa Mesa,6309.0,1966927.0,682.0,No,No,Two,2.0,3.0,No,1.0,2.0,Yes,No,No Common Wall,33.638811,-117.91465,Yes,No,Yes,No,,,,7.0,Public,1.1,,,,7.0,Public,1.4,,,,87.0,39.0,78.0
617500,2.0,1174.0,1.5,700 Victoria St Unit E3,Costa Mesa,92627.0,Townhouse,1980.0,C2 - Southwest Costa Mesa,,639698.0,526.0,Yes,Yes,Two,1.0,0.0,No,2.0,2.0,No,No,1 Common Wall,33.652885,-117.928027,No,No,No,No,,,,5.0,Public,0.6,,,,4.0,Public,2.4,,,,59.0,39.0,79.0
590000,2.0,1204.0,2.0,1955 Anaheim Ave Unit C1,Costa Mesa,92627.0,Condominium,1981.0,C2 - Southwest Costa Mesa,,585692.0,490.0,Yes,Yes,Two,0.0,0.0,No,1.0,2.0,No,No,2+ Common Walls,33.645295,-117.923701,No,No,No,No,,,,5.0,Public,1.1,,,,4.0,Public,2.9,,,,85.0,42.0,70.0
1090000,3.0,1199.0,1.5,242 E Wilson St,Costa Mesa,92627.0,Single Family Residence,1956.0,C5 - East Costa Mesa,6002.0,1328014.0,909.0,Yes,Yes,One,2.0,3.0,No,2.0,2.0,No,No,No Common Wall,33.653071,-117.898931,No,No,No,No,,,,7.0,Public,2.2,,,,7.0,Public,2.5,,,,64.0,33.0,66.0
1080000,3.0,1680.0,2.5,1798 Kenwood Pl,Costa Mesa,92627.0,Condominium,1956.0,C2 - Southwest Costa Mesa,6098.0,1042245.0,643.0,No,Yes,One,2.0,3.0,No,1.0,4.0,No,No,1 Common Wall,33.639651,-117.923865,No,No,No,No,,,,7.0,Public,1.3,,,,7.0,Public,1.5,,,,85.0,42.0,69.0
850000,3.0,1312.0,2.5,2063 Tustin Ave #4,Costa Mesa,92627.0,Condominium,1986.0,C5 - East Costa Mesa,,870283.0,648.0,Yes,Yes,Two,1.0,0.0,No,1.0,2.0,Yes,No,2+ Common Walls,33.641042,-117.902182,No,No,Yes,Yes,,,,7.0,Public,1.4,,,,7.0,Public,1.7,,,,27.0,22.0,60.0
440000,3.0,1233.0,2.0,442 Bryson Spgs,Costa Mesa,92627.0,Condominium,1980.0,C4 - Central Costa Mesa,,495570.0,357.0,Yes,Yes,One,2.0,3.0,Community,1.0,3.0,Yes,Community,1 Common Wall,33.653993,-117.917158,Yes,No,No,Yes,,,,,,,,,,,,,,,,80.0,42.0,77.0
2275000,4.0,2909.0,3.5,412 Magnolia St,Costa Mesa,92627.0,Single Family Residence,1947.0,C5 - East Costa Mesa,7968.0,2648684.0,782.0,Yes,Yes,One,4.0,4.0,Private,1.0,2.0,Yes,No,No Common Wall,33.634087,-117.907861,Yes,No,No,No,,,,7.0,Public,0.8,,,,7.0,Public,1.1,,,,77.0,27.0,81.0
800000,2.0,1135.0,2.0,312 Santo Tomas Ave,Costa Mesa,92627.0,Condominium,1981.0,C5 - East Costa Mesa,,796922.0,705.0,Yes,Yes,Two,1.0,1.0,Community,1.0,4.0,Yes,Community,1 Common Wall,33.659683,-117.888126,No,No,Yes,Yes,,,,7.0,Public,2.9,,,,7.0,Public,3.2,,,,65.0,33.0,74.0
890000,3.0,1855.0,3.0,2126 Celeste Way,Costa Mesa,92627.0,Condominium,2017.0,C2 - Southwest Costa Mesa,,929725.0,480.0,Yes,No,Three Or More,1.0,0.0,No,1.0,5.0,Yes,No,No Common Wall,33.651705,-117.922189,Yes,Yes,No,No,,,,5.0,Public,0.9,,,,4.0,Public,2.5,,,,66.0,42.0,75.0
1235000,4.0,1880.0,3.0,1897 Parkview Cir,Costa Mesa,92627.0,Single Family Residence,1971.0,C2 - Southwest Costa Mesa,6480.0,1306156.0,657.0,No,Yes,Two,1.0,1.0,No,1.0,2.0,Yes,No,No Common Wall,33.643015,-117.943579,No,No,Yes,Yes,,,,7.0,Public,2.2,,,,7.0,Public,2.3,,,,60.0,30.0,47.0
640000,2.0,1320.0,1.5,2400 Elden Ave #8,Costa Mesa,92627.0,Condominium,1964.0,C5 - East Costa Mesa,946.0,681829.0,485.0,Yes,Yes,Two,1.0,0.0,No,1.0,2.0,Yes,Community,1 Common Wall,33.656163,-117.90003,Yes,No,No,No,,,,7.0,Public,2.4,,,,7.0,Public,2.7,,,,76.0,36.0,60.0
880000,3.0,1855.0,3.0,2136 Bella Ct,Costa Mesa,92627.0,Condominium,2016.0,C2 - Southwest Costa Mesa,,911116.0,474.0,Yes,Yes,Three Or More,1.0,0.0,No,1.0,2.0,Yes,No,No Common Wall,33.652056,-117.922573,No,Yes,No,No,,,,5.0,Public,0.8,,,,4.0,Public,2.5,,,,72.0,42.0,78.0
1540000,3.0,1263.0,2.0,385 E 19th St,Costa Mesa,92627.0,Single Family Residence,1946.0,C5 - East Costa Mesa,8103.0,1784586.0,1219.0,Yes,No,One,2.0,3.0,No,2.0,2.0,No,No,No Common Wall,33.636559,-117.907297,No,No,Yes,No,,,,7.0,Public,1.0,,,,7.0,Public,1.3,,,,69.0,32.0,81.0
1270000,4.0,2570.0,3.0,169 E 21st St Unit F,Costa Mesa,92627.0,Single Family Residence,2001.0,C5 - East Costa Mesa,3223.0,1255992.0,494.0,Yes,Yes,Two,1.0,1.0,No,1.0,2.0,Yes,No,No Common Wall,33.646584,-117.909167,Yes,Yes,No,Yes,,,,7.0,Public,1.7,,,,7.0,Public,2.0,,,,72.0,38.0,69.0
1880000,4.0,2150.0,2.5,2559 Fairway Dr,Costa Mesa,92627.0,Single Family Residence,2018.0,C5 - East Costa Mesa,9056.0,1844843.0,874.0,Yes,No,One,3.0,4.0,No,1.0,6.0,Yes,No,No Common Wall,33.658618,-117.893936,Yes,No,No,Yes,,,,7.0,Public,2.7,,,,7.0,Public,3.0,,,,62.0,28.0,66.0
949000,4.0,2142.0,4.0,1667 Monarch,Costa Mesa,92627.0,Townhouse,2018.0,C2 - Southwest Costa Mesa,,,443.0,Yes,No,Three Or More,1.0,1.0,No,1.0,2.0,Yes,No,2+ Common Walls,33.635228,-117.926272,Yes,Yes,No,No,,,,,,,,,,,,,,,,88.0,42.0,66.0
785000,2.0,1053.0,1.5,421 Gloucester Dr,Costa Mesa,92627.0,Single Family Residence,1964.0,C5 - East Costa Mesa,1770.0,897226.0,745.0,Yes,Yes,One,2.0,2.0,No,1.0,2.0,Yes,Community,2+ Common Walls,33.639485,-117.901271,No,No,Yes,No,,,,7.0,Public,1.3,,,,7.0,Public,1.6,,,,30.0,22.0,62.0
2790000,4.0,3474.0,4.5,410 Walnut Pl,Costa Mesa,92627.0,Single Family Residence,2018.0,C5 - East Costa Mesa,8130.0,3083724.0,803.0,Yes,Yes,Two,2.0,1.0,No,1.0,4.0,Yes,No,No Common Wall,33.637491,-117.904803,No,No,No,No,,,,7.0,Public,1.1,,,,7.0,Public,1.4,,,,51.0,28.0,73.0
925000,3.0,2267.0,3.5,632 Channel Way,Costa Mesa,92627.0,Condominium,2016.0,C2 - Southwest Costa Mesa,,969760.0,408.0,Yes,No,Three Or More,1.0,0.0,No,1.0,2.0,No,No,1 Common Wall,33.646125,-117.919212,No,No,No,No,,,,7.0,Public,1.1,8.0,Public,0.6,7.0,Public,1.3,,,,91.0,42.0,67.0
1088000,3.0,1452.0,2.0,158 Buoy St,Costa Mesa,92627.0,Single Family Residence,1960.0,C5 - East Costa Mesa,6495.0,1411088.0,749.0,Yes,Yes,One,2.0,3.0,No,1.0,2.0,No,No,No Common Wall,33.646737,-117.909763,No,No,Yes,No,,,,7.0,Public,1.6,,,,7.0,Public,1.9,,,,79.0,39.0,70.0
1218750,2.0,1150.0,2.0,258 E 15th St,Costa Mesa,92627.0,Condominium,1950.0,C5 - East Costa Mesa,7000.0,1379303.0,1060.0,No,No,One,2.0,2.0,No,1.0,5.0,No,No,1 Common Wall,33.62866,-117.922112,No,No,No,No,,,,7.0,Public,0.7,8.0,Public,0.1,7.0,Public,0.8,,,,81.0,35.0,62.0
925000,3.0,1254.0,2.0,2176 Meyer Pl,Costa Mesa,92627.0,Single Family Residence,1961.0,C2 - Southwest Costa Mesa,7702.0,985682.0,738.0,Yes,Yes,One,2.0,3.0,No,2.0,2.0,No,No,No Common Wall,33.653618,-117.924735,No,Yes,No,No,,,,5.0,Public,0.7,,,,4.0,Public,2.4,,,,53.0,41.0,82.0
1320000,4.0,2334.0,3.0,2482 Parmley Ln,Costa Mesa,92627.0,Single Family Residence,1982.0,C5 - East Costa Mesa,6586.0,1379020.0,566.0,Yes,Yes,Two,2.0,2.0,No,1.0,2.0,Yes,No,No Common Wall,33.655128,-117.894376,No,No,No,Yes,,,,7.0,Public,2.5,,,,7.0,Public,2.8,,,,57.0,25.0,73.0
640000,2.0,1294.0,2.0,348 Sydney Ln #348,Costa Mesa,92627.0,Townhouse,1977.0,C4 - Central Costa Mesa,,655410.0,495.0,Yes,Yes,Two,1.0,0.0,No,1.0,2.0,Yes,No,1 Common Wall,33.65037,-117.913795,No,No,No,No,,,,,,,,,,,,,,,,73.0,41.0,75.0
680000,3.0,1903.0,,172 Terraza Ct,Costa Mesa,92627.0,Single Family Residence,1992.0,C5 - East Costa Mesa,2674.0,782909.0,357.0,Yes,Yes,Two,1.0,0.0,No,2.0,2.0,No,No,No Common Wall,33.657474,-117.898376,No,No,No,No,,,,7.0,Public,2.5,,,,7.0,Public,2.8,,,,54.0,35.0,60.0
515000,2.0,1379.0,2.0,755 Joann St Unit E,Costa Mesa,92627.0,Condominium,1990.0,699 - Not Defined,,577054.0,373.0,No,Yes,Two,1.0,1.0,No,2.0,2.0,No,No,1 Common Wall,33.657351,-117.931157,Yes,No,No,No,,,,5.0,Public,0.3,,,,4.0,Public,2.1,,,,40.0,38.0,83.0
570000,2.0,1200.0,2.5,1940 Maple Ave #103,Costa Mesa,92627.0,Townhouse,1990.0,C2 - Southwest Costa Mesa,,588065.0,475.0,Yes,Yes,Three Or More,0.0,0.0,No,1.0,2.0,Yes,No,2+ Common Walls,33.644908,-117.921508,No,No,No,No,,,,5.0,Public,1.2,,,,4.0,Public,3.0,,,,85.0,42.0,72.0
571000,2.0,1174.0,2.5,1940 Maple Ave #109,Costa Mesa,92627.0,Townhouse,1989.0,C2 - Southwest Costa Mesa,,598349.0,486.0,Yes,Yes,Two,1.0,0.0,No,2.0,4.0,No,No,2+ Common Walls,33.64487,-117.921445,No,No,No,No,,,,5.0,Public,1.2,,,,4.0,Public,3.0,,,,85.0,42.0,72.0
